id,title,description,publishedAt,channelId,channelTitle,tags,categoryId,duration,durationSeconds,viewCount,commentCount,definicion,idioma_audio
W0pkkq2z8do,está es la historia real de Goofy y no era un perro 🐕#horror #viral #creepypasta,,2025-10-24T20:00:33Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M17S,77,1224,0,hd,es
k_3RXfCZ-z4,está es la verdadera historia de la película camino hacia el terror 😱 es aterradora #horror#curioso,,2025-10-23T23:01:00Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT59S,59,4380,0,hd,es
uvUOp5mqtdo,La familia que desapareció sin dejar ningún rastro es aterradora #curiosidades #viral,,2025-10-22T16:01:39Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M27S,87,1258,0,hd,es
H2wMjOgHJM8,Te imaginas morir tragando Loque siempre amaste ? #curiosidades,,2025-10-22T10:00:25Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M18S,78,940,2,hd,es
7D2c8h-atu0,esta es la única mujer que fue recluida en alcatraz #curiosidades,,2025-10-21T21:41:29Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,curiosidades|viral|suspenso|cuento|historia|interesante|película|horror,27,PT1M18S,78,232,0,hd,es
9njxG_kKFTk,la única prueba de que los muertos no tienen que regresar #curiosidades,,2025-10-21T11:32:13Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M,60,7873,0,hd,es
CnKaNsUWLww,No pongas un pie en la propiedad de este hombre apuesto #curiosidades #viral,,2025-10-20T22:09:55Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M32S,92,1162,0,hd,es
96FJjTnw24g,La verdadera hada de los dientes era mucho más aterradora de Loque imaginas #curiosidades,,2025-10-19T17:09:17Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M22S,82,11526,2,hd,es
wvM5sO1xeZQ,"Está es la oscura verdad detrás de Fiona de Shrek, sabías esto ? #curiosidades #viralvideo #suspenso",,2025-10-17T22:47:29Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M22S,82,1538,1,hd,es
GSEjWQN8tY0,una niña reencarnada en el antiguo Egipto? #curiosidades,,2025-10-13T21:40:00Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M53S,113,21898,4,hd,es
RclE3rUOcPM,La peor noche de bodas de la historia #historia #curiosidades,,2025-10-12T17:10:00Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M30S,90,1366,0,hd,es
P1wg4vPzas4,Las verdaderas chicas súper poderosas de la vida real #curiosidades #viral,,2025-10-10T00:11:07Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M40S,100,1142,0,hd,es
-R84-wgM0Zo,este hombre es el verdadero Jack Sparrow #curiosidades,,2025-10-09T10:00:00Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M7S,67,1494,0,hd,es
TJnkhrrtc9c,"El Grinch de la vida real y es aterrador ,sabías esto ? #curiosidades #viralvideo",,2025-10-08T11:00:59Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M3S,63,925,0,hd,es
RoOyYV_jfy8,La única prueba de que el tiempo puede doblarse y es aterradora,,2025-10-04T18:15:03Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M21S,81,1190,1,hd,es
tMdjf0km9OA,"La única evidencia que tres mujeres vieron la crucifixión, y es aterradora #curiosidades #viral","La única evidencia que tres mujeres vieron la crucifixión, y es aterradora #curiosidades #viral",2025-10-03T10:01:43Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,viral|curiosidades|curioso|horror|historia|history,22,PT1M34S,94,20352,4,hd,es
Hcte7wLIHhQ,Jeffrey Dahmer el as3sino que guardaba partes de sus víctimas #horrorstories #curiosidades ,,2025-10-02T21:40:35Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT7M12S,432,73,0,hd,es
LWeJ_mNR4VU,La historia de Jeffrey Dahmer resumido  #curiosidades ,La historia de Jeffrey Dahmer  resumido #curiosidades #viral #viralvideo,2025-10-02T02:00:06Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,dahmer|curiosidades|casos|casos reales|100k|viral|curioso|jefrey dahmer|mostruo,27,PT7M12S,432,336,0,hd,es
4c4r_Wvt6bc,Los papas que escandalizaron la historia #curiosidades #datospertubadores #historias,,2025-10-01T21:06:53Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M10S,70,1223,0,hd,es
6l7TidehGDM,"Estos papas no llegaron al paraíso,sabías esto ? #curiosidades #viral #viralvideo",,2025-10-01T16:00:12Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M10S,70,1330,0,hd,es
Eq15HIlO-Rw,En china Romperte las piernas era símbolo de belleza #curiosidades #curiosidades,,2025-10-01T10:32:38Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M7S,67,1647,1,hd,es
4GTaJLo1PNg,El maquillaje era para los hombres? #datoscurisos #viral #curiosidades,,2025-09-30T21:06:43Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M8S,68,1219,2,hd,es
NOVmd-faI7k,sabías esto de los las estatuas 🗿 #curiosidades #historias #datoscurisos #viral,,2025-09-29T23:10:00Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M59S,119,1179,0,hd,es
tq8gTwBVEtA,El come gente #curiosidades #viral,,2025-09-29T10:41:22Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M13S,73,1206,0,hd,es
SfWmKK2AbHg,"El come gente , sabías de esta historia real? #curiosidades #viral #viralvideo",,2025-09-28T19:00:38Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M13S,73,808,0,hd,es
dSIJjSCNoAI,La verdadera historia de pinocho 🤥 #curiosidades #viral #datoscurisos #viralvideo #videoviral,,2025-09-25T22:30:18Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M22S,82,3127,0,hd,es
q3XOe4zyOLo,“Vivió 3 años con el cadáver de su padre… la verdad es aterradora 😱” #curiosidades #viralvideo,,2025-09-25T19:04:43Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M52S,112,1738,0,hd,es
4ytcTEnc7mY,El helado que tenía un secreto #historias #datoscurisos #viral #historia #viralvideo,,2025-09-22T17:48:25Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M56S,116,2687,2,hd,es
oe_UNu3ik-k,El Helado de los 69 Dólares #historias #viral #historia #datoscurisos #viralvideo #curiosidades,,2025-09-21T16:18:19Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M56S,116,1816,3,hd,es
uYzfhqKtTkQ,Este fue el hombre más peligroso que jamás existió #curiosidades #viral #historias #datoscurisos,,2025-09-17T17:01:24Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M43S,103,5907,0,hd,es
THWrkPO3JOk,La granja del terror 😱 sabías está historia? #curiosidades #video #videoviral #viralpost,,2025-09-16T00:56:44Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M32S,92,1625,0,hd,es
aPAmZxIBnl8,el asesino que guardaba las cabezas y partes de sus víctimas sabías esto?#curiosidades#viral #horror,,2025-09-12T20:44:32Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT2M25S,145,822,0,hd,es
3583EbXBnSo,el cronovisor sabías esto ? #curiosidades #viral #shorts,,2025-09-11T11:00:06Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M14S,74,1364,4,hd,es
DEuboIb4GoU,"La madre que hizo justicia a mano propia, sabias de este caso?#curiosidades #historias #datoscurisos",#curiosidades,2025-09-09T17:18:06Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,curiosidades,22,PT1M40S,100,811,3,hd,es
67RriaQufBw,¿Justiciera o Asesina? La Madre que Disparó 6 Veces al Hombre que Mató a su Hija #curiosidades,#historia #video viral #virall #real #impactante #drama #misterio #suspenso #documental,2025-09-08T20:00:04Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,22,PT1M40S,100,859,1,hd,es
gfSE6-27PdA,loque hizo está mujer te va a dejar impactado #curiosidades #viral,,2025-09-07T16:07:32Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,22,PT1M27S,87,1234,0,hd,es
2pEheh5Sx_Q,La mujer que acabo con 217 personas en un día #curiosidades,,2025-09-06T00:00:04Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,22,PT1M27S,87,1327,1,hd,es
M0H9iNbEtvw,"Loque le hicieron a sus padres es aterradora,el caso de los hermanos Menéndez #curiosidades",,2025-09-05T22:10:31Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,22,PT1M19S,79,1141,0,hd,es
n4qgHilnFVQ,"Lo que hicieron los hermanos Menéndez es aterradora, sabías esto #curiosidades",,2025-09-05T16:01:33Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,22,PT1M19S,79,1135,0,hd,es
aQUYfZYy8fE,Loque le hizo está madre a sus hijos te dejará sorprendido #curiosidades,Loque le hizo está madre a sus hijos te dejará sorprendido #curiosidades,2025-09-03T16:00:02Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,curiosidades|cripypasta|historia|historia real|viral|vídeo|video viral,22,PT1M29S,89,2293,2,hd,es
0t-6_gW0iHA,"la mujer que domino la frontera,sabías esto ? #curiosidades #viralvideo",,2025-09-03T01:27:26Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,22,PT1M22S,82,954,0,hd,es
dPQgQ-CdOqw,De víctima a leyenda: la mujer que dominó la frontera 😱🔥” #curiosidades #historias #viral,,2025-09-02T01:46:44Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,22,PT1M22S,82,928,0,hd,es
CU8eofFEzuM,"La vez que un papa exhumó a otro papá para enjuiciarlo,sabías esto? #curiosidades  #viralvideo",,2025-08-30T10:00:19Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT51S,51,1376,0,hd,es
5iCAKp98Pl4,sabías de este carnicero? #curiosidades,,2025-08-29T19:11:31Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M56S,116,1353,1,hd,es
hUBulLCmqwo,"Loque este carnicero le asía a las personas gordas ,es aterradora #curiosidades",,2025-08-29T02:00:45Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M56S,116,983,0,hd,es
FwGgurTGxrA,"La Mamá que M4to a toda su familia,es aterradora #curiosidades",,2025-08-28T11:00:25Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M28S,88,1195,0,hd,es
ufvZsnsFd-s,"La historia más perturbadora de los estados unidos ,es aterrador #curiosidades #viral #datoscurisos",,2025-08-27T23:01:03Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M28S,88,837,0,hd,es
v7pgRuxOlHg,La oscura historia de Jenny Talia #curiosidades #datoscurisos #viral #historias #viralvideo,,2025-08-27T11:01:36Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,24,PT1M25S,85,1077,0,hd,es
Z_UnEeYFnQU,“La mujer más malvada que jamás existió 😱 | La oscura historia de Jenny Talia” #curiosidades,La oscura historia de Jenny Talia,2025-08-27T01:00:29Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,curiosidades|curioso|historia|shorts,24,PT1M25S,85,1683,0,hd,es
5v-0HkoL4MU,“¿Qué vio MrBeast en la Antártida? El misterio oculto ❄️” #curiosidades #datoscurisos,,2025-08-23T01:00:05Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M19S,79,3451,6,hd,es
JlaVzCx7LPE,MrBeast casi revela un secreto prohibido en vivo 😱❄️ #curiosidades #curiosidades,“¿Qué vio MrBeast en la Antártida? El misterio oculto ❄️”,2025-08-22T23:56:25Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,curiosidades|curioso|virales|horror|Creepypasta|caso real|video viral|Reels|shorts,24,PT1M19S,79,1084,0,hd,es
juqSGjjy1Zk,as escuchado la historia del pozolero? te dejará helado 🥶 #curiosidades,,2025-08-21T01:00:45Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT56S,56,3371,3,hd,es
lp_WFNQLnEE,"la familia maldita, te dejará sorprendido 😯 #curiosidades",,2025-08-20T22:55:33Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M10S,70,1212,0,hd,es
Ycp0fKgIl2I,"“La familia maldita que inspiró Wrong Turn… y sigue cazando, sabías esto ? #curiosidades","“La familia maldita que inspiró Wrong Turn… y sigue cazando, sabías esto ? #curiosidades",2025-08-20T11:01:03Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,curiosidades|cripypasta|horror|video viral|curioso|cosas curiosas|sabías|sabías esto,24,PT1M10S,70,2105,0,hd,es
pU-tbyAmFQQ,"te animarias a subir este Monte,Loque no sabías del Monte Everest ⛰️? #curiosidades","te animarias a subir este Monte,Loque no sabías del Monte Everest ⛰️? #curiosidades",2025-08-17T17:01:03Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M35S,95,4887,8,hd,es
cLfxGsimJSQ,entrarias a esta cabaña? sabías esto ? 🛖 #curiosidades,,2025-08-16T21:00:26Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M25S,85,3677,4,hd,es
WNB9daMZxU4,El Restaurante Infantil que Oculta un Secreto Oscuro” #curiosidades,,2025-08-16T11:00:54Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M32S,92,1325,2,hd,es
8cKmMvNi1cM,sabías la historia de este jardinero? te dejará sorprendido 😳#curiosidades #videoviral,,2025-08-14T21:35:03Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M28S,88,2125,0,hd,es
r3fVIT7_sqk,"la máquina más aterradora jamás creada ,es aterradora #curiosidades",,2025-08-12T12:31:06Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M41S,101,1027245,113,hd,es
p6moel5OiNE,La Historia Real de Abigail #curiosidades #viral #viralvideo,,2025-08-11T22:00:31Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M33S,93,4121,6,hd,es
FyShlseKhwY,El Experimento Prohibido del Área 51: La Historia Real de Abigail #curiosidades,,2025-08-11T21:43:48Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M33S,93,13442,32,hd,es
qL2JTI5adNg,La Carnicería que Vendía Algo Más que 🥩 carne 🍖 #videoviral #viralvideo #viral,,2025-08-09T17:01:09Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M9S,69,1774,0,hd,es
lnH73ptJJNQ,el proyecto que salió mal sabías esto ? #viral #curiosidades,,2025-08-07T23:45:51Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M49S,109,958,0,hd,es
f6bD__yRo-E,"El proyecto Adam ,sabías esto ?#viralvideo #curiosidades",,2025-08-07T17:01:02Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M49S,109,820,0,hd,es
RzCbNPYZizY,el sueño Ruso parte 4 final #viral #videoviral #curiosidades,,2025-08-06T23:49:18Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M7S,67,1214,0,hd,es
Tlkxzls4vVk,"el sueño Ruso parte 3 ,sabias esto ? #curiosidades #videoviral #viral #viralvideo",,2025-08-05T23:33:03Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M15S,75,1821,3,hd,es
glf5bjeECJ8,"El sueño Ruso,Parte 2 #curiosidades",,2025-07-31T10:16:27Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M42S,102,2912,10,hd,es
m9AWUjYWR3U,"el sueño Ruso, el experimento más terrorífico,sabías esto ? #curiosidades #videoviral #viral",#curiosidades #videoviral #viralvideo,2025-07-30T22:29:20Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,curiosidades|viral,10,PT1M42S,102,1519,4,hd,es
MSfOa02Kbzw,"la niña que escapo de un lugar que no existió,sabías esto? #curiosidades #viralvideo #viral #shorts",,2025-07-29T23:21:08Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M47S,107,4338,2,hd,es
dp2d_P1XidE,te atreverías a responder?#curiosidades #viralvideo #viral,,2025-07-29T12:25:41Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M43S,103,23898,51,hd,es
x2lfXpdPBDc,"este hospital atendía solo a los muertos, sabías esto ? #curiosidades #datoscuriosos #historiareal",,2025-07-25T11:18:42Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M59S,119,2917,6,hd,es
9JIdJgfK6UQ,“El Hospital que Trataba a los Muertos: La Evidencia que NADIE Se Atrevió a Mostrar” #curiosidades,,2025-07-22T23:26:25Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M59S,119,625,0,hd,es
uRre1fun5PI,🕷️ La granja donde más de 70 personas desaparecieron… y nadie hablaba de esto#curioso #curiosidades,,2025-07-21T19:20:00Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT2M14S,134,1379,5,hd,es
4AjK_Or1uDw,¿Una araña gigante comiéndose gente?#Shorts #TerrorReal #TrueStory #HistoriaMisteriosa,,2025-07-21T12:09:33Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT2M14S,134,1442,5,hd,es
t0OkgYbBUwc,este era Leónidas el rey 👑#curiosidades,,2025-07-19T11:13:35Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M24S,84,1271,1,hd,it
fEMSITQcP3Q,"""El Rey que Prefirió Morir de Pie Antes que Vivir Arrodillado ⚔️🔥"" #curiosidades #datoscuriosos",,2025-07-18T21:45:01Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M24S,84,315,0,hd,it
DqWDnzHNtsA,“Un imperio de mil años… cayó por una simple puerta abierta” #curiosidades #datoscuriosos #history,,2025-07-15T01:24:16Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT2M10S,130,1228,1,hd,es
ldfQvlxt2QM,"Los Hermanos Grimm: Las verdaderas historias que Disney te ocultó""#curiosidades",,2025-07-11T18:10:56Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M40S,100,7918,15,hd,es
y2tsE7UmcJk,tu también bruto? lo traicionó su amigo sabías esto ? #curiosidades #historia,,2025-07-10T12:01:50Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M32S,92,1307,3,hd,es
ODWicRVGNgU,"¿Tú también, Bruto? La traición que hizo temblar a Roma 😱🗡️#datoscuriosos #history ##curiosidades",,2025-07-10T00:01:55Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M32S,92,1226,1,hd,es
g5QUhxRizFg,"👑 “Un príncipe, una niña… y una noche que terminó en sangre” #historia #curiosidades",,2025-07-03T21:40:00Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M54S,114,1776,2,hd,es
i_RUZqZ5KcE,El hombre más rico de Roma... murió tragando oro fundido 😱💰 #curiosidades,,2025-07-02T18:31:03Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M18S,78,1575,1,hd,es
fyqoReAnc3E,"""¡Irak fue la CUNA de la civilización humana! 😱 Lo que nadie te contó de Mesopotamia… #curiosidades",,2025-07-01T03:00:57Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M19S,79,1885,2,hd,es
79Fesa7mzkc,Napoleón no cayó por una bala… cayó por el invierno #historia #curiosidades,,2025-06-29T18:00:12Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M25S,85,1791,2,hd,es
ZpdL6fLDqBU,el vikingo más increíble #curiosidades #historia,,2025-06-27T23:00:40Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT2M21S,141,1778,0,hd,es
ToV8nlqDt84,"La verdadera historia del vikingo más terrible de la historia,sabía esto ? #curiosidades",,2025-06-27T18:00:30Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT2M21S,141,1189,0,hd,es
Oxno8hKeCIs,"“Aquiles: El guerrero invencible que cayó por un simple error ,sabías esto ? #curiosidades",,2025-06-25T17:00:29Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M51S,111,1673,0,hd,es
v9k-w7EW51o,🔥 “El Héroe Que Nadie Podía Matar… Hasta Que Falló Su Talón. #historias #curiosidades,,2025-06-25T05:00:58Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M51S,111,1355,0,hd,es
XV8FHNucn1I,¿POR QUÉ PERSIA DESAPARECIÓ? (La respuesta te ENFADARÁ) #historias #curiosidades,,2025-06-24T23:30:19Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M54S,114,1457,2,hd,es
eO_u2Cn2R3o,🔥¿IRÁN o PERSIA? La INCREÍBLE Historia del IMPERIO que DESAFIÓ a ROMA y ESPARTA🔥 #curiosidades,,2025-06-24T18:00:37Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M54S,114,855,2,hd,es
h1Dc93Ai8pc,"asi eran las mujeres en la edad media,sabías esto ? #curiosidades",,2025-06-23T04:00:59Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT50S,50,2678,0,hd,es
fxF_xCePPeE,La Profecía más TERRORÍFICA de Oliver el Muñeco: ‘VOLVERÉ’ está sucediendo #curiosidades,,2025-06-19T04:00:45Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT3M,180,3610,2,hd,es
LZ2CHoiSaK0,El Muñeco que PREDIJO mi Muerte… y No lo Tiré a Tiempo 😱 #terrorreal #historiareal,El Muñeco que PREDIJO mi Muerte… y No lo Tiré a Tiempo 😱 #terrorreal #historia #datoscurisos #leyendas #curiosidadeshistoricas #sabiasque #curiosidades #curioso,2025-06-19T02:00:20Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT3M42S,222,304,0,hd,es
m1QnykrkFL0,"está es la única prueba de una masacre alienígena, y es aterradora#datoscurisos #curiosidades",,2025-06-18T23:30:16Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M42S,102,2883,2,hd,es
nIPtrrTAoUY,"La iglesia tenía precio en la edad media,sabías esto?#historia #datoscurisos#edadmedia#curiosidades",,2025-06-18T20:00:41Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M10S,70,2721,6,hd,es
7YEETt7wBdA,"La historia detrás de hello Kitty,sabías esto? #curiosidades #historiareal #creepypasta",,2025-06-14T18:00:06Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M45S,105,362061,28,hd,es
MHTA6lOHNYg,"La niña que desapareció en el bosque,y es aterradora #curiosidades #historiareal #creepypasta",,2025-06-13T06:00:15Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M51S,111,8655,2,hd,es
E82KDj9SPfs,"Jeffrey dahmer el asesino más despiadado,sabías esto? #curiosidades #historiareal #creepypasta",,2025-06-12T18:00:11Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT59S,59,3290,1,hd,es
ThwPKM_LT6Y,"el invento más aterradora, sabías esto? #curiosidades #sabiasque #historiareal #edadmedia",,2025-06-12T12:15:04Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M32S,92,9034,5,hd,es
tGJL_teUelk,"La historia de Jack el destripador,sabías esto ? #curiosidades #historiareal",,2025-06-11T22:01:00Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M1S,61,7139,0,hd,es
HDxDh_2UILo,"la infección del tracero del rey Luis 14 ,sabías esto ? #curiosidades #edadmedia",,2025-06-11T12:30:28Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M14S,74,4560,0,hd,es
y9Im-IofgcQ,"La verdadera historia de camino asía el terror 😱, te dejará sorprendido #curiosidades #historiareal",,2025-06-10T20:29:01Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT59S,59,86713,4,hd,es
Q6cA49S79zI,Una aldea entera que desapareció #curiosidades #sabiasque #historiareal,,2025-06-09T18:20:00Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT2M28S,148,2776,2,hd,es
ZRzEEiqC-w0,la historia de desaparición más rara de la historia #curiosidades,,2025-06-08T18:00:25Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT1M26S,86,6295,0,hd,es
tq0WYXHZ1is,"las verdaderas chicas súper poderosas de la vida real, sabías esto? #curiosidades",,2025-06-07T18:00:43Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT2M3S,123,3904,2,hd,es
FfCdOf6dZ20,"las verdaderas chicas súper poderosas,sabías esto ? #curiosidades #historiareal",,2025-06-07T14:00:18Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,,10,PT2M3S,123,2825968,2764,hd,es
gO4-iSz-RcU,Loque esta mujer le hizo a su marido te dejará sin palabras #curiosidades #historiareal,historia real,2025-06-06T21:00:46Z,UCaVnwd_AO4urlqVJ3VrKHLg,CURIOSIDADES IA ,viral|Reels|short|curiosidades|sabíasesto|curioso|quepasaria|esto paso,24,PT1M25S,85,5614,0,hd,es
